classification_system,code,code_clean,description
icd-10-mc,S72.112H,S72112H,"Displaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.112J,S72112J,"Displaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.112K,S72112K,"Displaced fracture of greater trochanter of left femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.112M,S72112M,"Displaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.112N,S72112N,"Displaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.112P,S72112P,"Displaced fracture of greater trochanter of left femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.112Q,S72112Q,"Displaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.112R,S72112R,"Displaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.112S,S72112S,"Displaced fracture of greater trochanter of left femur, sequela"
icd-10-mc,S72.113A,S72113A,"Displaced fracture of greater trochanter of unspecified femur, initial encounter for closed fracture"
icd-10-mc,S72.113B,S72113B,"Displaced fracture of greater trochanter of unspecified femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.113C,S72113C,"Displaced fracture of greater trochanter of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.113D,S72113D,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.113E,S72113E,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.113F,S72113F,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.113G,S72113G,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.113H,S72113H,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.113J,S72113J,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.113K,S72113K,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.113M,S72113M,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.113N,S72113N,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.113P,S72113P,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.113Q,S72113Q,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.113R,S72113R,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.113S,S72113S,"Displaced fracture of greater trochanter of unspecified femur, sequela"
icd-10-mc,S72.114A,S72114A,"Nondisplaced fracture of greater trochanter of right femur, initial encounter for closed fracture"
icd-10-mc,S72.114B,S72114B,"Nondisplaced fracture of greater trochanter of right femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.114C,S72114C,"Nondisplaced fracture of greater trochanter of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.114D,S72114D,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.114E,S72114E,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.114F,S72114F,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.114G,S72114G,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.114H,S72114H,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.114J,S72114J,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.114K,S72114K,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.114M,S72114M,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.114N,S72114N,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.114P,S72114P,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.114Q,S72114Q,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.114R,S72114R,"Nondisplaced fracture of greater trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.114S,S72114S,"Nondisplaced fracture of greater trochanter of right femur, sequela"
icd-10-mc,S72.115A,S72115A,"Nondisplaced fracture of greater trochanter of left femur, initial encounter for closed fracture"
icd-10-mc,S72.115B,S72115B,"Nondisplaced fracture of greater trochanter of left femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.115C,S72115C,"Nondisplaced fracture of greater trochanter of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.115D,S72115D,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.115E,S72115E,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.115F,S72115F,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.115G,S72115G,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.115H,S72115H,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.115J,S72115J,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.115K,S72115K,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.115M,S72115M,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.115N,S72115N,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.115P,S72115P,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.115Q,S72115Q,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.115R,S72115R,"Nondisplaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.115S,S72115S,"Nondisplaced fracture of greater trochanter of left femur, sequela"
icd-10-mc,S72.116A,S72116A,"Nondisplaced fracture of greater trochanter of unspecified femur, initial encounter for closed fracture"
icd-10-mc,S72.116B,S72116B,"Nondisplaced fracture of greater trochanter of unspecified femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.116C,S72116C,"Nondisplaced fracture of greater trochanter of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.116D,S72116D,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.116E,S72116E,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.116F,S72116F,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.116G,S72116G,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.116H,S72116H,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.116J,S72116J,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.116K,S72116K,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.116M,S72116M,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.116N,S72116N,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.116P,S72116P,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.116Q,S72116Q,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.116R,S72116R,"Nondisplaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.116S,S72116S,"Nondisplaced fracture of greater trochanter of unspecified femur, sequela"
icd-10-mc,S72.121A,S72121A,"Displaced fracture of lesser trochanter of right femur, initial encounter for closed fracture"
icd-10-mc,S72.121B,S72121B,"Displaced fracture of lesser trochanter of right femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.121C,S72121C,"Displaced fracture of lesser trochanter of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.121D,S72121D,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.121E,S72121E,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.121F,S72121F,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.121G,S72121G,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.121H,S72121H,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.121J,S72121J,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.121K,S72121K,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.121M,S72121M,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.121N,S72121N,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.121P,S72121P,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.121Q,S72121Q,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.121R,S72121R,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.121S,S72121S,"Displaced fracture of lesser trochanter of right femur, sequela"
icd-10-mc,S72.122A,S72122A,"Displaced fracture of lesser trochanter of left femur, initial encounter for closed fracture"
icd-10-mc,S72.122B,S72122B,"Displaced fracture of lesser trochanter of left femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.122C,S72122C,"Displaced fracture of lesser trochanter of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.122D,S72122D,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.122E,S72122E,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.122F,S72122F,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.122G,S72122G,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.122H,S72122H,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.122J,S72122J,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.122K,S72122K,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.122M,S72122M,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.122N,S72122N,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.122P,S72122P,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.122Q,S72122Q,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.122R,S72122R,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.122S,S72122S,"Displaced fracture of lesser trochanter of left femur, sequela"
icd-10-mc,S72.123A,S72123A,"Displaced fracture of lesser trochanter of unspecified femur, initial encounter for closed fracture"
icd-10-mc,S72.123B,S72123B,"Displaced fracture of lesser trochanter of unspecified femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.123C,S72123C,"Displaced fracture of lesser trochanter of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.123D,S72123D,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.123E,S72123E,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.123F,S72123F,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.123G,S72123G,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.123H,S72123H,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.123J,S72123J,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.123K,S72123K,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.123M,S72123M,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.123N,S72123N,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.123P,S72123P,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.123Q,S72123Q,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.123R,S72123R,"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.123S,S72123S,"Displaced fracture of lesser trochanter of unspecified femur, sequela"
icd-10-mc,S72.124A,S72124A,"Nondisplaced fracture of lesser trochanter of right femur, initial encounter for closed fracture"
icd-10-mc,S72.124B,S72124B,"Nondisplaced fracture of lesser trochanter of right femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.124C,S72124C,"Nondisplaced fracture of lesser trochanter of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.124D,S72124D,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.124E,S72124E,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.124F,S72124F,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.124G,S72124G,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.124H,S72124H,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.124J,S72124J,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.124K,S72124K,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.124M,S72124M,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.124N,S72124N,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.124P,S72124P,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.124Q,S72124Q,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.124R,S72124R,"Nondisplaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.124S,S72124S,"Nondisplaced fracture of lesser trochanter of right femur, sequela"
icd-10-mc,S72.125A,S72125A,"Nondisplaced fracture of lesser trochanter of left femur, initial encounter for closed fracture"
icd-10-mc,S72.125B,S72125B,"Nondisplaced fracture of lesser trochanter of left femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.125C,S72125C,"Nondisplaced fracture of lesser trochanter of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.125D,S72125D,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.125E,S72125E,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.125F,S72125F,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.125G,S72125G,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.125H,S72125H,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.125J,S72125J,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.125K,S72125K,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.125M,S72125M,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.125N,S72125N,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.125P,S72125P,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.125Q,S72125Q,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.125R,S72125R,"Nondisplaced fracture of lesser trochanter of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.125S,S72125S,"Nondisplaced fracture of lesser trochanter of left femur, sequela"
icd-10-mc,S72.126A,S72126A,"Nondisplaced fracture of lesser trochanter of unspecified femur, initial encounter for closed fracture"
icd-10-mc,S72.126B,S72126B,"Nondisplaced fracture of lesser trochanter of unspecified femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.126C,S72126C,"Nondisplaced fracture of lesser trochanter of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.126D,S72126D,"Nondisplaced fracture of lesser trochanter of unspecified femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.126E,S72126E,"Nondisplaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.126F,S72126F,"Nondisplaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.126G,S72126G,"Nondisplaced fracture of lesser trochanter of unspecified femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.126H,S72126H,"Nondisplaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.126J,S72126J,"Nondisplaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.126K,S72126K,"Nondisplaced fracture of lesser trochanter of unspecified femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.126M,S72126M,"Nondisplaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.126N,S72126N,"Nondisplaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.126P,S72126P,"Nondisplaced fracture of lesser trochanter of unspecified femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.126Q,S72126Q,"Nondisplaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.126R,S72126R,"Nondisplaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.126S,S72126S,"Nondisplaced fracture of lesser trochanter of unspecified femur, sequela"
icd-10-mc,S72.131A,S72131A,"Displaced apophyseal fracture of right femur, initial encounter for closed fracture"
icd-10-mc,S72.131B,S72131B,"Displaced apophyseal fracture of right femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.131C,S72131C,"Displaced apophyseal fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.131D,S72131D,"Displaced apophyseal fracture of right femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.131E,S72131E,"Displaced apophyseal fracture of right femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.131F,S72131F,"Displaced apophyseal fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.131G,S72131G,"Displaced apophyseal fracture of right femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.131H,S72131H,"Displaced apophyseal fracture of right femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.131J,S72131J,"Displaced apophyseal fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.131K,S72131K,"Displaced apophyseal fracture of right femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.131M,S72131M,"Displaced apophyseal fracture of right femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.131N,S72131N,"Displaced apophyseal fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.131P,S72131P,"Displaced apophyseal fracture of right femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.131Q,S72131Q,"Displaced apophyseal fracture of right femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.131R,S72131R,"Displaced apophyseal fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.131S,S72131S,"Displaced apophyseal fracture of right femur, sequela"
icd-10-mc,S72.132A,S72132A,"Displaced apophyseal fracture of left femur, initial encounter for closed fracture"
icd-10-mc,S72.132B,S72132B,"Displaced apophyseal fracture of left femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.132C,S72132C,"Displaced apophyseal fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.132D,S72132D,"Displaced apophyseal fracture of left femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.132E,S72132E,"Displaced apophyseal fracture of left femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.132F,S72132F,"Displaced apophyseal fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.132G,S72132G,"Displaced apophyseal fracture of left femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.132H,S72132H,"Displaced apophyseal fracture of left femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.132J,S72132J,"Displaced apophyseal fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.132K,S72132K,"Displaced apophyseal fracture of left femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.132M,S72132M,"Displaced apophyseal fracture of left femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.132N,S72132N,"Displaced apophyseal fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.132P,S72132P,"Displaced apophyseal fracture of left femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.132Q,S72132Q,"Displaced apophyseal fracture of left femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.132R,S72132R,"Displaced apophyseal fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.132S,S72132S,"Displaced apophyseal fracture of left femur, sequela"
icd-10-mc,S72.133A,S72133A,"Displaced apophyseal fracture of unspecified femur, initial encounter for closed fracture"
icd-10-mc,S72.133B,S72133B,"Displaced apophyseal fracture of unspecified femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.133C,S72133C,"Displaced apophyseal fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.133D,S72133D,"Displaced apophyseal fracture of unspecified femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.133E,S72133E,"Displaced apophyseal fracture of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.133F,S72133F,"Displaced apophyseal fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.133G,S72133G,"Displaced apophyseal fracture of unspecified femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.133H,S72133H,"Displaced apophyseal fracture of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.133J,S72133J,"Displaced apophyseal fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.133K,S72133K,"Displaced apophyseal fracture of unspecified femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.133M,S72133M,"Displaced apophyseal fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.133N,S72133N,"Displaced apophyseal fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.133P,S72133P,"Displaced apophyseal fracture of unspecified femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.133Q,S72133Q,"Displaced apophyseal fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
